file,column,inferred_type,non_empty_sample_count,example_values
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 45 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 45 mins.csv,unnamed_6,numeric,500,1.43E-05; 1.71E-05; 2.07E-05
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 45 mins.csv,unnamed_7,integer,1,"182,143"
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 60 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 60 mins.csv,EMP_2016,numeric,500,1109394.728; 1197110.204; 1338085.417
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 60 mins.csv,unnamed_3,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 60 mins.csv,unnamed_4,numeric,500,9463.56363; 8360.527733; 1487.94581
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 60 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 60 mins.csv,unnamed_6,numeric,500,2.49E-05; 2.68E-05; 3.00E-05
data/results_and_gis/Bradfield Proposal/Stage 2/bradfield malabar 60 mins.csv,unnamed_7,integer,1,"449,317"
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 30 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 30 mins.csv,unnamed_3,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 30 mins.csv,unnamed_4,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 30 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 30 mins.csv,unnamed_6,numeric,500,6.83E-06; 8.75E-06; 1.13E-05
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 30 mins.csv,unnamed_7,integer,1,"42,583"
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 45 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 45 mins.csv,EMP_2016,numeric,500,637053.0488; 755411.9956; 915972.4289
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 45 mins.csv,unnamed_3,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 45 mins.csv,unnamed_4,numeric,500,0; 867.9566693; 3779.800021
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 45 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 45 mins.csv,unnamed_6,numeric,500,1.43E-05; 1.69E-05; 2.05E-05
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 45 mins.csv,unnamed_7,integer,1,"178,426"
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 60 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 60 mins.csv,EMP_2016,numeric,500,1104755.402; 1193503.856; 1338820.126
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 60 mins.csv,unnamed_3,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 60 mins.csv,unnamed_4,numeric,500,4824.237888; 4754.179069; 2222.654363
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 60 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 60 mins.csv,unnamed_6,numeric,500,2.48E-05; 2.68E-05; 3.00E-05
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse 60 mins.csv,unnamed_7,integer,1,"444,122"
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,30 Mins,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,45 Mins,numeric,500,0; 867.9566693; 3779.800021
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,60 Mins,numeric,500,4824.237888; 4754.179069; 2222.654363
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Bradfield Proposal/Stage 3/Bradfield Vaucluse LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Bradfield Proposal/Stage 3/TravelZone_Uplift.csv,TZ16_CODE,integer,500,3; 4; 5
data/results_and_gis/Bradfield Proposal/Stage 3/TravelZone_Uplift.csv,30_lin,numeric,500,0.1198743855725; 0.00028997345; 0.060446568
data/results_and_gis/Bradfield Proposal/Stage 3/TravelZone_Uplift.csv,45_lin,numeric,500,5240109.427731399; 325556.3482860779; 2281211.5188396
data/results_and_gis/Bradfield Proposal/Stage 3/TravelZone_Uplift.csv,60_lin,numeric,500,1441740.6505398126; 64011.77885809111; 579200.6113924249
data/results_and_gis/Bradfield Proposal/Stage 3/TravelZone_Uplift.csv,30_log,numeric,500,0.01045061587155441; 1.8658407936535812e-05; 0.00502488709714385
data/results_and_gis/Bradfield Proposal/Stage 3/TravelZone_Uplift.csv,45_log,numeric,500,820466.2805712725; 37516.164478252846; 339922.19487787096
data/results_and_gis/Bradfield Proposal/Stage 3/TravelZone_Uplift.csv,60_log,numeric,500,325132.02131235955; 10869.5921056079; 126120.81734682436
data/results_and_gis/Bradfield Proposal/Stage 3/TravelZone_Uplift.csv,Average_Price,numeric,500,2227283.3811445707; 129856.04243282833; 953470.7209892509
data/results_and_gis/Bradfield Proposal/TravelZone_Uplift.csv,TZ16_CODE,integer,500,3; 4; 5
data/results_and_gis/Bradfield Proposal/TravelZone_Uplift.csv,30_lin,numeric,500,0.1198743855725; 0.00028997345; 0.060446568
data/results_and_gis/Bradfield Proposal/TravelZone_Uplift.csv,45_lin,numeric,500,13041035.936906023; 900023.390949508; 7611715.209785976
data/results_and_gis/Bradfield Proposal/TravelZone_Uplift.csv,60_lin,numeric,500,2785759.2264061985; 177207.91188582272; 1603438.1912020538
data/results_and_gis/Bradfield Proposal/TravelZone_Uplift.csv,30_log,numeric,500,0.01045061587155441; 1.8658407936535812e-05; 0.00502488709714385
data/results_and_gis/Bradfield Proposal/TravelZone_Uplift.csv,45_log,numeric,500,2041890.612689327; 103716.07172428942; 1134217.9011141716
data/results_and_gis/Bradfield Proposal/TravelZone_Uplift.csv,60_log,numeric,500,628226.3927509277; 30090.98879060333; 349148.3456023187
data/results_and_gis/Bradfield Proposal/TravelZone_Uplift.csv,Average_Price,numeric,500,5275598.409491574; 359077.10099654883; 3071717.811241253
data/results_and_gis/Combination Proposal/30 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Combination Proposal/30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_4,numeric,500,0; 0; 0
data/results_and_gis/Combination Proposal/30 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_6,numeric,500,6.83E-06; 8.75E-06; 1.13E-05
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_7,integer,1,"43,316"
data/results_and_gis/Combination Proposal/30 mins.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Combination Proposal/30 mins.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Combination Proposal/30 mins.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_12,numeric,500,0; 0; 0
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_13,text,1,"$18,380,492.76"
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_14,text,4,Jobs; Factor; Uplift $M
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_15,text,2,"Woollahra; $207,542.74"
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_16,text,4,"Waverley; 604,232; 0.1727"
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_17,text,4,"Randwick; 940,574; 0.1727"
data/results_and_gis/Combination Proposal/30 mins.csv,unnamed_18,text,5,Rest of Sydney; 948.261004; 0.1727
data/results_and_gis/Combination Proposal/45 mins combination.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/45 mins combination.csv,EMP_2016,numeric,500,637883.8823; 761578.2376; 921010.1973
data/results_and_gis/Combination Proposal/45 mins combination.csv,EMP_2016,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Combination Proposal/45 mins combination.csv,unnamed_4,numeric,500,830.8335; 7034.1987; 8817.5684
data/results_and_gis/Combination Proposal/45 mins combination.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Combination Proposal/45 mins combination.csv,unnamed_6,numeric,500,1.43E-05; 1.71E-05; 2.07E-05
data/results_and_gis/Combination Proposal/45 mins combination.csv,unnamed_7,integer,1,"182,522"
data/results_and_gis/Combination Proposal/60 mins combination.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/60 mins combination.csv,EMP_2016,numeric,500,1109394.728; 1197110.204; 1338085.417
data/results_and_gis/Combination Proposal/60 mins combination.csv,EMP_2016,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Combination Proposal/60 mins combination.csv,unnamed_4,numeric,500,9463.563937; 8360.527301; 1487.945985
data/results_and_gis/Combination Proposal/60 mins combination.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Combination Proposal/60 mins combination.csv,unnamed_6,numeric,500,2.49E-05; 2.68E-05; 3.00E-05
data/results_and_gis/Combination Proposal/60 mins combination.csv,unnamed_7,integer,1,"449,841"
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,30 Mins,numeric,500,0; 0; 0
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,45 Mins,numeric,500,830.8335; 7034.1987; 8817.5684
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,60 Mins,numeric,500,9463.563937; 8360.527301; 1487.945985
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Combination Proposal/Combination LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,30 Mins,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,45 Mins,numeric,500,-4.53E-05; 8351.129467; 12937.23459
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,60 Mins,numeric,500,17926.73334; 15347.2787; 8875.2476
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Combination Proposal/Metro_30mins/Combination Metro LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Combination Proposal/Metro_30mins/TravelZone_Uplift.csv,TZ16_CODE,integer,500,3; 4; 5
data/results_and_gis/Combination Proposal/Metro_30mins/TravelZone_Uplift.csv,30_lin,numeric,500,0.1198743855725; 0.00028997345; 0.060446568
data/results_and_gis/Combination Proposal/Metro_30mins/TravelZone_Uplift.csv,45_lin,numeric,500,17935479.275937006; 1271197.418404878; 11172086.288467368
data/results_and_gis/Combination Proposal/Metro_30mins/TravelZone_Uplift.csv,60_lin,numeric,500,5756992.837723509; 194359.96748871572; 1758635.947592777
data/results_and_gis/Combination Proposal/Metro_30mins/TravelZone_Uplift.csv,30_log,numeric,500,0.01045061587155441; 1.8658407936535812e-05; 0.00502488709714385
data/results_and_gis/Combination Proposal/Metro_30mins/TravelZone_Uplift.csv,45_log,numeric,500,2808234.4795921445; 146489.08456025715; 1664747.0263838433
data/results_and_gis/Combination Proposal/Metro_30mins/TravelZone_Uplift.csv,60_log,numeric,500,1298279.768493032; 33003.51288385601; 382942.6260319187
data/results_and_gis/Combination Proposal/Metro_30mins/TravelZone_Uplift.csv,Average_Price,numeric,500,7897490.726274339; 488519.1286826365; 4310240.756265291
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_30.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_30.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_30.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_30.csv,unnamed_4,numeric,500,1.676E-05; -4.506E-05; 2.898E-05
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_30.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_30.csv,unnamed_6,numeric,500,6.83257E-06; 8.74655E-06; 1.13429E-05
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_30.csv,unnamed_7,integer,1,"43,719"
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_45.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_45.csv,EMP_2016,numeric,500,637053.0488; 762895.1684; 925129.8635
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_45.csv,EMP_2016,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_45.csv,unnamed_4,numeric,500,-4.534E-05; 8351.129467; 12937.23459
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_45.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_45.csv,unnamed_6,numeric,500,1.42855E-05; 1.71074E-05; 2.07455E-05
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_45.csv,unnamed_7,integer,1,"183,170"
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_60.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_60.csv,EMP_2016,numeric,500,1117857.897; 1204096.956; 1345472.719
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_60.csv,EMP_2016,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_60.csv,unnamed_4,numeric,500,17926.73334; 15347.2787; 8875.2476
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_60.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_60.csv,unnamed_6,numeric,500,2.50673E-05; 2.70011E-05; 3.01714E-05
data/results_and_gis/Combination Proposal/Metro_30mins/metro_com_60.csv,unnamed_7,integer,1,"449,185"
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,30 Mins,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,45 Mins,numeric,500,8.31E+02; 7.03E+03; 8.82E+03
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,60 Mins,numeric,500,9463.563937; 8360.527301; 1487.945985
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,unnamed_9,text,500,YES; YES; YES
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,TZ16_NAME,text,500,Barangaroo_Headland Park; Barangaroo_Northern Cove; Barangaroo_Southern Cove
data/results_and_gis/Combination Proposal/V2/Combination v2 LVA v2.csv,Tz16_Area,numeric,500,64884.12626; 74488.64591; 30794.77399
data/results_and_gis/Combination Proposal/V2/Mills v2 30 Mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/V2/Mills v2 30 Mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Combination Proposal/V2/Mills v2 30 Mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Combination Proposal/V2/Mills v2 30 Mins.csv,unnamed_4,numeric,500,1.68E-05; -4.51E-05; 2.90E-05
data/results_and_gis/Combination Proposal/V2/Mills v2 30 Mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Combination Proposal/V2/Mills v2 30 Mins.csv,unnamed_6,numeric,500,6.83E-06; 8.75E-06; 1.13E-05
data/results_and_gis/Combination Proposal/V2/Mills v2 30 Mins.csv,unnamed_7,integer,1,"43,336"
data/results_and_gis/Combination Proposal/V2/Mills v2 45 Mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/V2/Mills v2 45 Mins.csv,EMP_2016,numeric,500,637883.8823; 761578.2376; 921010.1973
data/results_and_gis/Combination Proposal/V2/Mills v2 45 Mins.csv,EMP_2016,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Combination Proposal/V2/Mills v2 45 Mins.csv,unnamed_4,numeric,500,8.31E+02; 7.03E+03; 8.82E+03
data/results_and_gis/Combination Proposal/V2/Mills v2 45 Mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Combination Proposal/V2/Mills v2 45 Mins.csv,unnamed_6,numeric,500,1.43E-05; 1.71E-05; 2.07E-05
data/results_and_gis/Combination Proposal/V2/Mills v2 45 Mins.csv,unnamed_7,integer,1,"182,522"
data/results_and_gis/Combination Proposal/V2/Mills v2 60 Mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Combination Proposal/V2/Mills v2 60 Mins.csv,EMP_2016,numeric,500,1109394.728; 1197110.204; 1338085.417
data/results_and_gis/Combination Proposal/V2/Mills v2 60 Mins.csv,EMP_2016,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Combination Proposal/V2/Mills v2 60 Mins.csv,unnamed_4,numeric,500,9463.563937; 8360.527301; 1487.945985
data/results_and_gis/Combination Proposal/V2/Mills v2 60 Mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Combination Proposal/V2/Mills v2 60 Mins.csv,unnamed_6,numeric,500,2.49E-05; 2.68E-05; 3.00E-05
data/results_and_gis/Combination Proposal/V2/Mills v2 60 Mins.csv,unnamed_7,integer,1,"449,841"
data/results_and_gis/Combination Proposal/V2/TravelZone_Uplift.csv,TZ16_CODE,integer,500,3; 4; 5
data/results_and_gis/Combination Proposal/V2/TravelZone_Uplift.csv,30_lin,numeric,500,0.1198743855725; 0.00028997345; 0.060446568
data/results_and_gis/Combination Proposal/V2/TravelZone_Uplift.csv,45_lin,numeric,500,12227568.891426; 824800.82; 7463081.76
data/results_and_gis/Combination Proposal/V2/TravelZone_Uplift.csv,60_lin,numeric,500,965166.8060014971; 14994.583313916779; 135676.20435037633
data/results_and_gis/Combination Proposal/V2/TravelZone_Uplift.csv,30_log,numeric,500,0.01045061587155441; 1.8658407936535812e-05; 0.00502488709714385
data/results_and_gis/Combination Proposal/V2/TravelZone_Uplift.csv,45_log,numeric,500,1914522.6081892294; 95047.64194531014; 1112070.1046182031
data/results_and_gis/Combination Proposal/V2/TravelZone_Uplift.csv,60_log,numeric,500,217658.17203070893; 2546.1720846276467; 29543.46637522908
data/results_and_gis/Combination Proposal/V2/TravelZone_Uplift.csv,Average_Price,numeric,500,4397578.587529999; 279931.8011560776; 2532919.3323620344
data/results_and_gis/Lightrail/Extensive/Extensive 30 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Extensive/Extensive 30 mins.csv,EMP_2016,numeric,500,304694.0583; 398900.2576; 527262.5365
data/results_and_gis/Lightrail/Extensive/Extensive 30 mins.csv,EMP_2016,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Lightrail/Extensive/Extensive 30 mins.csv,unnamed_4,numeric,500,1.68E-05; 8.85E+03; 2.14E+04
data/results_and_gis/Lightrail/Extensive/Extensive 30 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Lightrail/Extensive/Extensive 30 mins.csv,unnamed_6,numeric,500,6.83E-06; 8.95E-06; 1.18E-05
data/results_and_gis/Lightrail/Extensive/Extensive 30 mins.csv,unnamed_7,integer,1,"46,955"
data/results_and_gis/Lightrail/Extensive/Extensive 45 Mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Extensive/Extensive 45 Mins.csv,EMP_2016,numeric,500,641884.5331; 763867.6461; 920116.2396
data/results_and_gis/Lightrail/Extensive/Extensive 45 Mins.csv,EMP_2016,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Lightrail/Extensive/Extensive 45 Mins.csv,unnamed_4,numeric,500,4831.484305; 9323.607245; 7923.610733
data/results_and_gis/Lightrail/Extensive/Extensive 45 Mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Lightrail/Extensive/Extensive 45 Mins.csv,unnamed_6,numeric,500,1.44E-05; 1.71E-05; 2.06E-05
data/results_and_gis/Lightrail/Extensive/Extensive 45 Mins.csv,unnamed_7,integer,1,"183,765"
data/results_and_gis/Lightrail/Extensive/Extensive 60 mins.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Extensive/Extensive 60 mins.csv,EMP_2016,numeric,500,1102908.879; 1193560.179; 1342500.089
data/results_and_gis/Lightrail/Extensive/Extensive 60 mins.csv,EMP_2016,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Lightrail/Extensive/Extensive 60 mins.csv,unnamed_4,numeric,500,2977.715091; 4810.501799; 5902.618325
data/results_and_gis/Lightrail/Extensive/Extensive 60 mins.csv,ERP_2016,numeric,500,0.00010299; 0.00010299; 0.00010299
data/results_and_gis/Lightrail/Extensive/Extensive 60 mins.csv,unnamed_6,numeric,500,2.47E-05; 2.68E-05; 3.01E-05
data/results_and_gis/Lightrail/Extensive/Extensive 60 mins.csv,unnamed_7,integer,1,"449,460"
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,num_opportunities,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,Base 30 Mins,numeric,500,304694.0583; 390046.5602; 505826.8442
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,30 Mins,numeric,500,1.68E-05; 8.85E+03; 2.14E+04
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,Base 45 Mins,numeric,500,637053.0488; 754544.0389; 912192.6289
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,45 Mins,numeric,500,4831.484305; 9323.607245; 7923.610733
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,Base 60 Mins,numeric,500,1099931.164; 1188749.677; 1336597.471
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,60 Mins,numeric,500,2977.715091; 4810.501799; 5902.618325
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,TZ16_CODE,integer,500,1; 2; 3
data/results_and_gis/Lightrail/Extensive/Extensive LVA v2.csv,unnamed_9,text,500,YES; YES; YES
