source_no_shapes_zip,scenario_original_zip,member_path,member_sha256,member_bytes,original_zip_entry_compressed_bytes,component_group,component_parts,component_gzip_bytes,component_gzip_sha256,representative_no_shapes_zip,representative_member_path
data/scenario_gtfs_no_shapes/2056_stage1_v2_no_shapes.zip,2056_stage1_v2.zip,trips.txt,9cc64a8009cd2f905fb5dd0b4957a9d367997645d8fc01133afd2384683686a1,24118158,1423108,9cc64a8009cd2f90,data/scenario_gtfs_components/9cc64a8009cd2f90/trips.txt.gz.part01,1423126,69e9b96413fca4d76bca754d76ed956ca901885beb7756546cc025a34e1693ed,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,trips.txt
data/scenario_gtfs_no_shapes/2056_stage1_v2_no_shapes.zip,2056_stage1_v2.zip,routes.txt,ad17445129f3147ca9708acde9eafd1aedbf75255437d7b01b8644826acc6fc4,1149036,166267,ad17445129f3147c,data/scenario_gtfs_components/ad17445129f3147c/routes.txt.gz.part01,166285,8b6055eb8d0f90c019862c2b5fcb92e86dd548832a72e0c9feab35d3fa6ada54,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,routes.txt
data/scenario_gtfs_no_shapes/2056_stage1_v2_no_shapes.zip,2056_stage1_v2.zip,levels.txt,8036aabb64bffffa20966ba888a0cd18033d6a0082e14e1b1ca05af3c2ac4ad0,162,73,8036aabb64bffffa,data/scenario_gtfs_components/8036aabb64bffffa/levels.txt.gz.part01,91,de090cc91af09acd3b33cca9f3cc9014e7191bbb57f68fa11ecb481cdf60987a,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,levels.txt
data/scenario_gtfs_no_shapes/2056_stage1_v2_no_shapes.zip,2056_stage1_v2.zip,notes.txt,c7d1b93111cd314985cb5065cbf4db8e95e26a655de9e4a61976abc9579732c5,68758,19245,c7d1b93111cd3149,data/scenario_gtfs_components/c7d1b93111cd3149/notes.txt.gz.part01,19263,e46b336920e4eb028b6e83b0e392e304e1019958abf2cdcc66aa878da276b523,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,notes.txt
data/scenario_gtfs_no_shapes/2056_stage1_v2_no_shapes.zip,2056_stage1_v2.zip,pathways.txt,8308fd8ad39a82dafbcb8d5ccaa11908a2ac9f9fbacb817656c481248712046e,342004,48696,8308fd8ad39a82da,data/scenario_gtfs_components/8308fd8ad39a82da/pathways.txt.gz.part01,48714,a78909d0aff6559f60b572b4376039130e08bc40a0d58026f57464bfac3ddc16,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,pathways.txt
data/scenario_gtfs_no_shapes/2056_stage1_v2_no_shapes.zip,2056_stage1_v2.zip,agency.txt,3d244cb940840266b1c4a851fe595c33eb6452834a1db9623286ebdb7c68a9d7,35910,4747,3d244cb940840266,data/scenario_gtfs_components/3d244cb940840266/agency.txt.gz.part01,4765,bfb82e7c32fd85ab0dc1a6862313977a79afe5fe0faedf639a990fd9f85437d8,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,agency.txt
data/scenario_gtfs_no_shapes/2056_stage1_v2_no_shapes.zip,2056_stage1_v2.zip,calendar.txt,83f9519c1862051450997490e764edc1a570c9b84d7ef8efb5d2e93c598102fd,124662,10489,83f9519c18620514,data/scenario_gtfs_components/83f9519c18620514/calendar.txt.gz.part01,10507,f2e9c5b13470a99d049bedb84813d6111236994891a4d7dad7622ebe94a4794d,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar.txt
data/scenario_gtfs_no_shapes/2056_stage1_v2_no_shapes.zip,2056_stage1_v2.zip,calendar_dates.txt,b874fb7fe9f7c216e67493eba0e78a5b282ccd00cf641f8aa1c2339acc36ad4f,721876,70990,b874fb7fe9f7c216,data/scenario_gtfs_components/b874fb7fe9f7c216/calendar_dates.txt.gz.part01,71008,a40faf924596d335fee73cb92d8ac0e726045fa657f08d6421b65ef665df9547,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar_dates.txt
data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,2056_stage1and2_v2.zip,stop_times.txt,6f30bd305544cee7f74d3c666d0c7aaf00ec69884abc3c6e837d19512a8914d6,290038847,42610190,6f30bd305544cee7,data/scenario_gtfs_components/6f30bd305544cee7/stop_times.txt.gz.part01,42610208,605cc68018f1628e08ef3efd96d13c20605bba8a9684b0f97918e6253c773136,data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,stop_times.txt
data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,2056_stage1and2_v2.zip,trips.txt,241e1000dcedd300c0f4026985f188a12df83889d3fef2f21ec5b463627d00de,24123126,1423334,241e1000dcedd300,data/scenario_gtfs_components/241e1000dcedd300/trips.txt.gz.part01,1423352,14b1e2f85a4c6dfa260271fa19cbab5df235b3d8c35d3d9e767675295480a045,data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,trips.txt
data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,2056_stage1and2_v2.zip,stops.txt,479435b4014527d707e95e943c148ec825f8e07a099c856bb5535be46a3a0902,16143593,4484194,479435b4014527d7,data/scenario_gtfs_components/479435b4014527d7/stops.txt.gz.part01,4484212,bb86b8cfa5a0c557038eb1ab2e1c7038ab62190c7a93970aa21b4ba6efda035d,data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,stops.txt
data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,2056_stage1and2_v2.zip,routes.txt,fb51d1dc66fa27d43b25ee0681954b934ae5dad675cb445ae6ebf8cbdfb70df5,1149134,166281,fb51d1dc66fa27d4,data/scenario_gtfs_components/fb51d1dc66fa27d4/routes.txt.gz.part01,166299,1255316b56ab7628443cdb95f52539a5859805643ec19f12dd9921d2655df7db,data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,routes.txt
data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,2056_stage1and2_v2.zip,levels.txt,8036aabb64bffffa20966ba888a0cd18033d6a0082e14e1b1ca05af3c2ac4ad0,162,73,8036aabb64bffffa,data/scenario_gtfs_components/8036aabb64bffffa/levels.txt.gz.part01,91,de090cc91af09acd3b33cca9f3cc9014e7191bbb57f68fa11ecb481cdf60987a,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,levels.txt
data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,2056_stage1and2_v2.zip,notes.txt,c7d1b93111cd314985cb5065cbf4db8e95e26a655de9e4a61976abc9579732c5,68758,19245,c7d1b93111cd3149,data/scenario_gtfs_components/c7d1b93111cd3149/notes.txt.gz.part01,19263,e46b336920e4eb028b6e83b0e392e304e1019958abf2cdcc66aa878da276b523,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,notes.txt
data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,2056_stage1and2_v2.zip,pathways.txt,8308fd8ad39a82dafbcb8d5ccaa11908a2ac9f9fbacb817656c481248712046e,342004,48696,8308fd8ad39a82da,data/scenario_gtfs_components/8308fd8ad39a82da/pathways.txt.gz.part01,48714,a78909d0aff6559f60b572b4376039130e08bc40a0d58026f57464bfac3ddc16,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,pathways.txt
data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,2056_stage1and2_v2.zip,agency.txt,3d244cb940840266b1c4a851fe595c33eb6452834a1db9623286ebdb7c68a9d7,35910,4747,3d244cb940840266,data/scenario_gtfs_components/3d244cb940840266/agency.txt.gz.part01,4765,bfb82e7c32fd85ab0dc1a6862313977a79afe5fe0faedf639a990fd9f85437d8,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,agency.txt
data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,2056_stage1and2_v2.zip,calendar.txt,83f9519c1862051450997490e764edc1a570c9b84d7ef8efb5d2e93c598102fd,124662,10489,83f9519c18620514,data/scenario_gtfs_components/83f9519c18620514/calendar.txt.gz.part01,10507,f2e9c5b13470a99d049bedb84813d6111236994891a4d7dad7622ebe94a4794d,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar.txt
data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,2056_stage1and2_v2.zip,calendar_dates.txt,b874fb7fe9f7c216e67493eba0e78a5b282ccd00cf641f8aa1c2339acc36ad4f,721876,70990,b874fb7fe9f7c216,data/scenario_gtfs_components/b874fb7fe9f7c216/calendar_dates.txt.gz.part01,71008,a40faf924596d335fee73cb92d8ac0e726045fa657f08d6421b65ef665df9547,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar_dates.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,2056_v2_stage1.zip,stop_times.txt,621b09f1e011e3b59936e235178f4f5a4d52891c47ae595991aa9cf18591947b,290022005,42608145,621b09f1e011e3b5,data/scenario_gtfs_components/621b09f1e011e3b5/stop_times.txt.gz.part01,42608163,17488590461a361b283cc6a6d7734edd44b35acd5c4a77d65c467a4fd3a6fda3,data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,stop_times.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,2056_v2_stage1.zip,stops.txt,fb2e62f9f4ca1b6905c4dde7d004aef804854f1d10dcea5e4e8dcb00a9148d82,16142396,4483973,fb2e62f9f4ca1b69,data/scenario_gtfs_components/fb2e62f9f4ca1b69/stops.txt.gz.part01,4483991,f758e18318bde1ea1dbe9418e2366171531623e268e17e38c040a70071d4e276,data/scenario_gtfs_no_shapes/2056_stage1_v2_no_shapes.zip,stops.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,2056_v2_stage1.zip,trips.txt,9cc64a8009cd2f905fb5dd0b4957a9d367997645d8fc01133afd2384683686a1,24118158,1423108,9cc64a8009cd2f90,data/scenario_gtfs_components/9cc64a8009cd2f90/trips.txt.gz.part01,1423126,69e9b96413fca4d76bca754d76ed956ca901885beb7756546cc025a34e1693ed,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,trips.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,2056_v2_stage1.zip,routes.txt,ad17445129f3147ca9708acde9eafd1aedbf75255437d7b01b8644826acc6fc4,1149036,166267,ad17445129f3147c,data/scenario_gtfs_components/ad17445129f3147c/routes.txt.gz.part01,166285,8b6055eb8d0f90c019862c2b5fcb92e86dd548832a72e0c9feab35d3fa6ada54,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,routes.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,2056_v2_stage1.zip,levels.txt,8036aabb64bffffa20966ba888a0cd18033d6a0082e14e1b1ca05af3c2ac4ad0,162,73,8036aabb64bffffa,data/scenario_gtfs_components/8036aabb64bffffa/levels.txt.gz.part01,91,de090cc91af09acd3b33cca9f3cc9014e7191bbb57f68fa11ecb481cdf60987a,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,levels.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,2056_v2_stage1.zip,notes.txt,c7d1b93111cd314985cb5065cbf4db8e95e26a655de9e4a61976abc9579732c5,68758,19245,c7d1b93111cd3149,data/scenario_gtfs_components/c7d1b93111cd3149/notes.txt.gz.part01,19263,e46b336920e4eb028b6e83b0e392e304e1019958abf2cdcc66aa878da276b523,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,notes.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,2056_v2_stage1.zip,pathways.txt,8308fd8ad39a82dafbcb8d5ccaa11908a2ac9f9fbacb817656c481248712046e,342004,48696,8308fd8ad39a82da,data/scenario_gtfs_components/8308fd8ad39a82da/pathways.txt.gz.part01,48714,a78909d0aff6559f60b572b4376039130e08bc40a0d58026f57464bfac3ddc16,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,pathways.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,2056_v2_stage1.zip,agency.txt,3d244cb940840266b1c4a851fe595c33eb6452834a1db9623286ebdb7c68a9d7,35910,4747,3d244cb940840266,data/scenario_gtfs_components/3d244cb940840266/agency.txt.gz.part01,4765,bfb82e7c32fd85ab0dc1a6862313977a79afe5fe0faedf639a990fd9f85437d8,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,agency.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,2056_v2_stage1.zip,calendar.txt,83f9519c1862051450997490e764edc1a570c9b84d7ef8efb5d2e93c598102fd,124662,10489,83f9519c18620514,data/scenario_gtfs_components/83f9519c18620514/calendar.txt.gz.part01,10507,f2e9c5b13470a99d049bedb84813d6111236994891a4d7dad7622ebe94a4794d,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1_no_shapes.zip,2056_v2_stage1.zip,calendar_dates.txt,b874fb7fe9f7c216e67493eba0e78a5b282ccd00cf641f8aa1c2339acc36ad4f,721876,70990,b874fb7fe9f7c216,data/scenario_gtfs_components/b874fb7fe9f7c216/calendar_dates.txt.gz.part01,71008,a40faf924596d335fee73cb92d8ac0e726045fa657f08d6421b65ef665df9547,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,calendar_dates.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,2056_v2_stage1and2.zip,routes.txt,fb51d1dc66fa27d43b25ee0681954b934ae5dad675cb445ae6ebf8cbdfb70df5,1149134,166281,fb51d1dc66fa27d4,data/scenario_gtfs_components/fb51d1dc66fa27d4/routes.txt.gz.part01,166299,1255316b56ab7628443cdb95f52539a5859805643ec19f12dd9921d2655df7db,data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,routes.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,2056_v2_stage1and2.zip,stop_times.txt,23da8bf7dfe910375aec6b69b5d666dc35c6233df41762db224b1f61764a4d6e,290038847,42609992,23da8bf7dfe91037,data/scenario_gtfs_components/23da8bf7dfe91037/stop_times.txt.gz.part01,42610010,4b7eb31229e87e44d3dacaf9bf73fd3f64e6af56092975557e5fe7cde718421b,data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,stop_times.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,2056_v2_stage1and2.zip,trips.txt,241e1000dcedd300c0f4026985f188a12df83889d3fef2f21ec5b463627d00de,24123126,1423334,241e1000dcedd300,data/scenario_gtfs_components/241e1000dcedd300/trips.txt.gz.part01,1423352,14b1e2f85a4c6dfa260271fa19cbab5df235b3d8c35d3d9e767675295480a045,data/scenario_gtfs_no_shapes/2056_stage1and2_v2_no_shapes.zip,trips.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,2056_v2_stage1and2.zip,stops.txt,ba64ff480176a77fc9d7d07308a56ce00bdd8c82c7bc8ca4660e44fe968bdb5e,16143820,4484282,ba64ff480176a77f,data/scenario_gtfs_components/ba64ff480176a77f/stops.txt.gz.part01,4484300,9416917445f8f4b633a3da114fc49e938d4bc24b961f84531efd378642f96e33,data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,stops.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,2056_v2_stage1and2.zip,levels.txt,8036aabb64bffffa20966ba888a0cd18033d6a0082e14e1b1ca05af3c2ac4ad0,162,73,8036aabb64bffffa,data/scenario_gtfs_components/8036aabb64bffffa/levels.txt.gz.part01,91,de090cc91af09acd3b33cca9f3cc9014e7191bbb57f68fa11ecb481cdf60987a,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,levels.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,2056_v2_stage1and2.zip,notes.txt,c7d1b93111cd314985cb5065cbf4db8e95e26a655de9e4a61976abc9579732c5,68758,19245,c7d1b93111cd3149,data/scenario_gtfs_components/c7d1b93111cd3149/notes.txt.gz.part01,19263,e46b336920e4eb028b6e83b0e392e304e1019958abf2cdcc66aa878da276b523,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,notes.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,2056_v2_stage1and2.zip,pathways.txt,8308fd8ad39a82dafbcb8d5ccaa11908a2ac9f9fbacb817656c481248712046e,342004,48696,8308fd8ad39a82da,data/scenario_gtfs_components/8308fd8ad39a82da/pathways.txt.gz.part01,48714,a78909d0aff6559f60b572b4376039130e08bc40a0d58026f57464bfac3ddc16,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,pathways.txt
data/scenario_gtfs_no_shapes/2056_v2_stage1and2_no_shapes.zip,2056_v2_stage1and2.zip,agency.txt,3d244cb940840266b1c4a851fe595c33eb6452834a1db9623286ebdb7c68a9d7,35910,4747,3d244cb940840266,data/scenario_gtfs_components/3d244cb940840266/agency.txt.gz.part01,4765,bfb82e7c32fd85ab0dc1a6862313977a79afe5fe0faedf639a990fd9f85437d8,data/scenario_gtfs_no_shapes/1974_v2_no_shapes.zip,agency.txt
