num_opportunities,Base 30 Mins,30 Mins,Base 45 Mins,45 Mins,Base 60 Mins,60 Mins,TZ16_CODE,,TZ16_NAME,Tz16_Area,30 Min Lin ,45 Min Lin,60 Min Lin
3972,1805.259291,0,38759.07088,-1.96E-06,132692.6963,3.42E-05,3972,YES,Rouse Hill_Gordon Rd and Oak St,680066.7942,0.00E+00,-1.45E-02,1.19E-01
3973,2092.300958,4.43E-07,41455.42048,2.13E-07,142251.177,-1.30E-05,3973,YES,Rouse Hill_Bella Parade and Barbola St,309722.5666,4.46E-03,7.19E-04,-2.05E-02
3974,401.8385908,2.00E-08,2715.713985,0,42440.18147,4.54E-06,3974,YES,Schofields_First Ponds Creek,665678.1587,4.33E-04,0.00E+00,1.54E-02
4000,5799.954015,2.60E-07,14475.5077,-1.94E-06,55518.12693,1.26E-06,4000,YES,Bidwill High School,1510036.326,1.28E-02,-3.19E-02,9.70E-03
4001,1976.461888,-3.40E-07,11914.33696,-1.84E-06,41788.00549,6.60E-07,4001,YES,Blackett,1061254.135,-1.17E-02,-2.13E-02,3.57E-03
4002,4419.743221,-4.00E-08,17134.48593,-2.94E-06,53416.42425,7.60E-07,4002,YES,Blackett Heights Reserve,670757.3195,-8.72E-04,-2.15E-02,2.60E-03
4003,1648.487809,-3.00E-07,15121.95041,-3.14E-06,59483.17941,4.37E-06,4003,YES,Emerton Village Shopping Centre,894063.3935,-8.72E-03,-3.06E-02,1.99E-02
4004,5301.598852,-4.40E-07,13690.91892,4.60E-07,52397.60739,1.86E-06,4004,YES,Mount Druitt High School,939904.228,-1.34E-02,4.71E-03,8.92E-03
4005,5888.094781,0,14341.67396,0,75051.41139,3.56E-06,4005,YES,Hebersham Primary School,1007228.221,0.00E+00,0.00E+00,1.83E-02
4008,1289.558135,-2.00E-07,24155.83327,-3.84E-06,98862.05311,-2.10E-06,4008,YES,Dean Park Shopping Centre,1568088.405,-1.02E-02,-6.56E-02,-1.68E-02
4009,4018.730359,0,15542.43229,2.46E-06,48223.16388,4.59E-06,4009,YES,Glendenning Public School,712225.1988,0.00E+00,1.91E-02,1.67E-02
4010,4018.730359,0,18726.93122,4.86E-06,58475.42887,1.53E-06,4010,YES,Glendenning,716622.6769,0.00E+00,3.80E-02,5.59E-03
4011,6450.49332,0,16553.70095,-4.24E-06,39646.80522,4.30E-07,4011,YES,Blacktown City Canine Centre,1243926.272,0.00E+00,-5.75E-02,2.73E-03
4012,6623.147586,-5.00E-07,12714.53008,-2.90E-06,36884.48071,4.83E-06,4012,YES,Glendenning Industrial Area_Glendenning Rd and Kilto Cr,892587.7317,-1.45E-02,-2.82E-02,2.20E-02
4015,1432.96311,0,10821.65403,-2.64E-06,47212.27176,4.46E-06,4015,YES,Hassall Grove Plaza,1218294.002,0.00E+00,-3.51E-02,2.77E-02
4016,1788.795465,0,14649.63089,0,47912.63315,3.66E-06,4016,YES,Oakhurst_Hanna Reserve,836755.204,0.00E+00,0.00E+00,1.56E-02
4017,1879.709683,0,18103.65919,3.76E-06,45107.09583,4.66E-06,4017,YES,Oakhurst,805211.1425,0.00E+00,3.30E-02,1.91E-02
4018,2798.308965,4.60E-07,17664.11555,2.86E-06,48725.80771,8.60E-07,4018,YES,Oakhurst_Sir Douglas Mawson Reserve,381112.7542,5.70E-03,1.19E-02,1.67E-03
4019,3857.020009,4.00E-07,21388.79261,-2.74E-06,73400.04024,-3.25E-06,4019,YES,Plumpton Market Place,1300137.106,1.69E-02,-3.88E-02,-2.15E-02
4020,7326.139558,-2.00E-07,22351.38793,-2.94E-06,50077.61031,-1.70E-07,4020,YES,Alroy House Plumpton,881562.5538,-5.73E-03,-2.83E-02,-7.64E-04
4021,3524.928293,0,16047.30141,4.20E-06,62970.39352,-4.40E-07,4021,YES,Plumpton Park,770947.4189,0.00E+00,3.53E-02,-1.73E-03
4024,908.0563168,0,4149.458331,-9.00E-08,23334.74479,7.50E-07,4024,YES,Willmot,1267627.762,0.00E+00,-1.24E-03,4.85E-03
4025,35.75906871,0,530.4689577,1.00E-08,6384.883715,-9.00E-08,4025,YES,Ropes Crossing,3421878.701,0.00E+00,3.73E-04,-1.57E-03
4026,1042.059993,-4.00E-07,8351.434237,4.60E-07,31285.08483,-3.84E-06,4026,YES,Shalvey High School,1226563.606,-1.59E-02,6.15E-03,-2.40E-02
4027,494.709889,0,15624.62283,-4.99E-06,48193.94388,3.66E-06,4027,YES,St Marys_Susannah Dr and Pulley Dr,2071212.821,0.00E+00,-1.13E-01,3.87E-02
4028,2016.731669,2.00E-07,13231.72271,-2.04E-06,60151.60891,-4.91E-06,4028,YES,Lethbridge Park,1620633.538,1.05E-02,-3.60E-02,-4.06E-02
4029,1715.932368,3.00E-07,15022.9671,-8.40E-07,67775.46225,-7.20E-07,4029,YES,Tregear,1638581.905,1.60E-02,-1.50E-02,-6.02E-03
4032,6263.231404,-5.00E-07,24923.46529,3.26E-06,99332.03318,6.80E-07,4032,YES,Whalan Primary School,1127603.384,-1.83E-02,4.01E-02,3.91E-03
4033,1998.211932,0,9553.712305,3.60E-07,48491.00495,-1.74E-06,4033,YES,Whalan High School,1701886.179,0.00E+00,6.68E-03,-1.51E-02
4034,5835.521797,1.00E-07,21723.21176,2.36E-06,91678.68501,1.73E-06,4034,YES,Mount Druitt_North,661900.7705,2.15E-03,1.70E-02,5.84E-03
4035,6821.327138,2.00E-07,40643.58835,-1.40E-07,181367.7975,-3.26E-05,4035,YES,Mount Druitt_South,592596.5257,3.85E-03,-9.04E-04,-9.85E-02
4036,5648.549533,4.00E-07,23256.40103,2.46E-06,96390.18793,-4.57E-06,4036,YES,Cumberland Industries,595982.8933,7.75E-03,1.60E-02,-1.39E-02
4037,18083.2094,-1.70E-06,89564.22301,-7.00E-08,258184.7438,7.71E-06,4037,YES,Westfield_Mt Druitt Station_North,567030.0321,-3.13E-02,-4.33E-04,2.23E-02
4038,6596.916041,-3.00E-07,37279.04086,-1.40E-07,176683.0626,0,4038,YES,Mount Druitt Hospital _ TAFE,468421.3746,-4.57E-03,-7.15E-04,0.00E+00
4039,11227.75096,2.30E-06,25296.41825,4.11E-06,97198.27387,-4.27E-06,4039,YES,Mount Druitt_Mount Druitt Rd and Durham St,1500959.086,1.12E-01,6.72E-02,-3.27E-02
4040,10303.34214,4.10E-06,44385.35644,-1.99E-06,198049.4517,-3.62E-06,4040,YES,Mount Druitt Station_South,1452367.04,1.94E-01,-3.15E-02,-2.68E-02
4043,7117.353075,4.00E-07,20445.93736,-4.63E-06,42802.90051,-3.68E-06,4043,YES,Arndell Park,1975819.093,2.57E-02,-9.97E-02,-3.71E-02
4044,12651.72627,4.69E-06,38393.89147,-1.73E-06,94055.77968,6.20E-07,4044,YES,Huntingwood Industrial Area,1720258.454,2.62E-01,-3.24E-02,5.44E-03
4045,8615.141328,0,22917.584,0,44217.12019,2.19E-06,4045,YES,Hanson Wallgrove Quarry,11242312.3,0.00E+00,0.00E+00,1.26E-01
4046,1526.632085,0,1526.632085,0,13654.40722,2.57E-06,4046,YES,Eastern Creek Raceway,10660810.67,0.00E+00,0.00E+00,1.40E-01
4047,1.39E-06,0,10885.92874,0,10885.92882,0,4047,YES,Prospect Reservoir,5037222.418,0.00E+00,0.00E+00,0.00E+00
4048,1497.644644,0,22461.73767,2.25E-06,134901.7011,3.09E-05,4048,YES,Rooty Hill_Hamrun Circuit and Willis St,674630.1889,0.00E+00,1.65E-02,1.06E-01
4049,5306.555221,-5.00E-07,28197.60677,-7.40E-07,156891.3419,-3.22E-05,4049,YES,Rooty Hill,884146.605,-1.44E-02,-7.13E-03,-1.45E-01
4050,3472.566239,0,9110.742806,-4.00E-07,21154.54241,-4.90E-06,4050,YES,Glendenning Industrial Area_Southern End,929978.9779,0.00E+00,-4.05E-03,-2.32E-02
4051,8597.303568,1.00E-07,65432.55606,-1.40E-07,234270.0987,3.80E-05,4051,YES,Rooty Hill Station_North,1133008.776,3.68E-03,-1.73E-03,2.20E-01
4052,10661.08023,-3.00E-07,107465.8372,4.83E-05,282722.9165,-3.66E-05,4052,YES,Rooty Hill Station_South,833008.3525,-8.12E-03,4.39E-01,-1.55E-01
4053,3387.872343,-3.00E-07,20945.87581,2.50E-07,105501.9526,-2.39E-05,4053,YES,Minchinbury Community Hospital,983962.62,-9.59E-03,2.68E-03,-1.20E-01
4054,3912.388955,0,37238.74123,4.75E-06,170807.302,2.42E-05,4054,YES,St Agnes Girls High School,1151350.981,0.00E+00,5.96E-02,1.42E-01
4055,353.2335362,0,2922.567591,3.00E-07,34588.2508,3.32E-06,4055,YES,Blacktown Olympic Park,2257326.545,0.00E+00,7.38E-03,3.82E-02
4056,6916.749377,3.00E-07,24278.57089,3.65E-06,91523.43666,3.11E-06,4056,YES,Minchinbury_Hometown,1611620.01,1.57E-02,6.41E-02,2.56E-02
4057,1149.365058,-1.50E-07,14448.93564,4.05E-06,66446.84602,1.79E-06,4057,YES,Minchinbury Shopping Centre,848686.0732,-4.14E-03,3.75E-02,7.75E-03
4058,387.6286353,0,1813.166366,-3.50E-07,44604.31442,2.29E-06,4058,YES,Minchinbury Sports Ground,807514.73,0.00E+00,-3.08E-03,9.43E-03
4059,1649.324418,-2.00E-07,28097.62053,1.59E-06,55877.63806,4.78E-06,4059,YES,Animal Quarantine Station Minchinbury,910076.8914,-5.92E-03,1.58E-02,2.22E-02
4060,7313.056949,4.00E-07,23180.9562,-6.60E-07,51900.78794,1.22E-06,4060,YES,Eastern Creek_Pikes Lane,1572247.584,2.04E-02,-1.13E-02,9.78E-03
4100,5783.074861,-4.00E-07,26668.23812,3.20E-06,107480.7636,3.52E-05,4100,YES,Kings Park_Faulkland Cr and Madagascar Dr,1415065.184,-1.84E-02,4.94E-02,2.54E-01
4101,9900.634361,2.00E-07,38703.0962,-1.57E-06,199345.979,-2.46E-05,4101,YES,Blacktown Industrial Area_Northern End,1307729.992,8.50E-03,-2.24E-02,-1.64E-01
4102,21859.64033,0,40953.64213,4.75E-07,207156.6603,4.77E-05,4102,YES,Blacktown_Garden St and Turner St,705591.4258,0.00E+00,3.65E-03,1.72E-01
4103,15557.94175,0,45366.70966,3.57E-06,241806.5621,1.67E-05,4103,YES,Blacktown Industrial Area_Southern End,1423864.081,0.00E+00,5.54E-02,1.21E-01
4104,16183.98918,0,79959.81339,3.41E-06,275340.5401,-2.65E-05,4104,YES,Blacktown_Harold St and Sackville St,925429.3369,0.00E+00,3.44E-02,-1.25E-01
4105,79133.72793,-2.73E-06,275445.9181,-3.88E-05,1002021.515,0,4105,YES,Blacktown Station_North,123180.1112,-1.09E-02,-5.21E-02,0.00E+00
4106,19573.1218,-3.40E-06,93815.51653,-3.99E-06,321663.0752,0,4106,YES,Blacktown_Boyd St and Clifton St,350734.4234,-3.88E-02,-1.53E-02,0.00E+00
4107,85080.97674,-4.63E-06,271160.1143,0,982515.7093,0,4107,YES,Westpoint Centre_Blacktown Station_South,208049.7332,-3.13E-02,0.00E+00,0.00E+00
4108,18123.15247,-2.51E-06,125356.7368,-3.76E-05,378580.2466,0,4108,YES,Patrician Brothers College,621601.2882,-5.07E-02,-2.55E-01,0.00E+00
4109,23743.06594,-3.10E-06,188215.124,0,548600.7849,0,4109,YES,Blacktown District Hospital,435375.0217,-4.39E-02,0.00E+00,0.00E+00
4110,16826.6819,2.00E-06,63807.8328,-4.72E-06,260579.3084,0,4110,YES,Blacktown Mega Centre,89791.1645,5.84E-03,-4.62E-03,0.00E+00
4111,49333.38869,-3.41E-06,223773.5904,-1.64E-05,677297.2798,0,4111,YES,Blacktown_Prince St and Second Ave,136261.7391,-1.51E-02,-2.44E-02,0.00E+00
4112,41608.11834,3.89E-06,217201.3495,0,601157.3909,0,4112,YES,Blacktown City Council,217844.946,2.75E-02,0.00E+00,0.00E+00
4113,1346.564715,-5.00E-07,16070.73675,-3.80E-06,61137.4196,2.40E-06,4113,YES,Quakers Hill Shopping Complex,1662741.153,-2.70E-02,-6.89E-02,2.04E-02
4114,2029.652231,0,19870.88867,2.20E-06,91919.23996,3.75E-06,4114,YES,Tallagandra Dr and Narcissus Ave,1065405.72,0.00E+00,2.55E-02,2.04E-02
4115,13085.87353,0,48145.28317,-3.15E-06,225985.8143,-1.49E-05,4115,YES,Marayong Station_West,1134045.968,0.00E+00,-3.89E-02,-8.62E-02
4116,6554.068512,-5.00E-07,40659.05731,-3.30E-06,165477.972,1.25E-05,4116,YES,John Paul Ii Senior High School,1408669.147,-2.29E-02,-5.07E-02,8.98E-02
4117,6464.069708,2.00E-07,33725.76334,-2.03E-06,153073.7418,1.16E-05,4117,YES,Blacktown_Love St and Becharry Rd,865019.8925,5.62E-03,-1.91E-02,5.12E-02
4118,11682.92213,-2.20E-06,105329.881,-2.75E-05,293192.4545,6.63E-06,4118,YES,Blacktown Showground,1233837.369,-8.82E-02,-3.70E-01,4.17E-02
4119,11541.98644,-6.30E-07,57924.39317,4.17E-06,222484.0904,0,4119,YES,Blacktown_St Patricks Primary School,383842.9067,-7.86E-03,1.74E-02,0.00E+00
4120,17877.40591,0,44456.57552,3.57E-06,203885.0952,1.54E-05,4120,YES,Blacktown_Brewongle Reserve,226888.461,0.00E+00,8.83E-03,1.78E-02
4121,5882.409586,-2.00E-08,34015.43661,2.97E-06,187280.3273,-1.38E-05,4121,YES,Blacktown_Athlone St and Monash Rd,792620.067,-5.15E-04,2.57E-02,-5.58E-02
4122,14652.94841,-2.73E-06,110783.0537,1.13E-05,317940.4936,0,4122,YES,Blacktown_Walters Rd and Newton Rd,664586.8298,-5.90E-02,8.19E-02,0.00E+00
4123,11760.59313,1.70E-07,31843.07214,-1.13E-06,171345.1628,-1.66E-05,4123,YES,Blacktown_Bellevue Park,628390.5244,3.47E-03,-7.74E-03,-5.32E-02
4124,7600.712363,-2.30E-07,25975.26269,-4.43E-06,100542.7953,4.07E-05,4124,YES,Evans High School,1322301.302,-9.88E-03,-6.38E-02,2.74E-01
4125,13022.2997,-5.10E-07,35191.87213,2.67E-06,190399.2208,0,4125,YES,Mitchell High School,867290.8984,-1.44E-02,2.52E-02,0.00E+00
4126,5520.720618,-4.10E-07,29994.62345,1.77E-06,121295.6887,3.17E-06,4126,YES,Blacktown South Primary School,852384.0287,-1.14E-02,1.64E-02,1.38E-02
4127,7614.888628,0,27375.68555,0,69249.32244,-2.33E-06,4127,YES,Blacktown_Highview St and Apex St,648417.1914,0.00E+00,0.00E+00,-7.71E-03
4128,9290.262378,0,19403.07992,2.67E-06,128480.4909,0,4128,YES,Blacktown_Pendant Av and Lancelot St,949079.9571,0.00E+00,2.76E-02,0.00E+00
4129,12271.61757,-2.61E-06,32246.33567,0,89565.66252,2.07E-06,4129,YES,Nagle Girls High School,684713.9867,-5.81E-02,0.00E+00,7.23E-03
4132,890.6280534,0,16620.5988,-4.90E-06,62261.11364,-2.90E-07,4132,YES,Doonside High School,1821886.432,0.00E+00,-9.73E-02,-2.69E-03
4133,1562.570128,3.00E-07,22118.37418,3.60E-06,95475.82138,-3.82E-06,4133,YES,Lake Woodcroft,821026.7553,8.01E-03,3.22E-02,-1.60E-02
4134,5792.871525,0,79248.65984,4.10E-06,260501.6915,4.28E-05,4134,YES,Doonside Station_North,1641267.864,0.00E+00,7.33E-02,3.58E-01
4135,545.0471715,0,12640.145,-1.00E-06,43716.10287,4.23E-06,4135,YES,Woodcroft,868627.7955,0.00E+00,-9.47E-03,1.87E-02
4136,5800.275734,0,31823.18343,7.70E-07,202678.1997,-2.11E-05,4136,YES,Doonside Station_South,1666471.985,0.00E+00,1.40E-02,-1.79E-01
4137,1950.387862,-3.00E-07,12472.0076,3.87E-06,77875.68989,-3.48E-06,4137,YES,Doonside,818142.4325,-7.98E-03,3.45E-02,-1.45E-02
4138,1017.287811,0,13999.39379,-2.02E-06,67668.89516,4.72E-06,4138,YES,Blacktown_Bungarribee Homestead Park,2255479.254,0.00E+00,-4.97E-02,5.43E-02
4140,1148.56536,0,42038.82241,-3.86E-06,189507.8871,1.57E-05,4140,YES,Kings Langley Shopping Centre,1572510.831,0.00E+00,-6.62E-02,1.26E-01
4141,1828.078692,1.00E-07,66450.9071,0,188279.7975,3.93E-06,4141,YES,Kings Langley,1288422.387,4.19E-03,0.00E+00,2.58E-02
4142,2336.682011,3.00E-07,94617.99866,1.32E-06,235350.313,3.49E-05,4142,YES,Solander Centre,799970.5546,7.80E-03,1.15E-02,1.42E-01
4143,14335.74555,3.40E-06,51449.88983,-3.70E-06,215924.1733,-3.38E-05,4143,YES,Lalor Park_Wheeler St and Northcott Rd,1424731.809,1.57E-01,-5.75E-02,-2.46E-01
4144,4702.012318,0,34144.54941,-4.50E-06,189363.9857,3.20E-06,4144,YES,Lalor Park,1011398.133,0.00E+00,-4.96E-02,1.65E-02
4145,21964.42513,1.40E-06,143203.8736,1.65E-05,394365.0978,-4.49E-05,4145,YES,Seven Hills High School,1007495.105,4.58E-02,1.81E-01,-2.31E-01
4146,12095.77364,0,106762.0043,-2.93E-05,444618.1642,-3.35E-05,4146,YES,Seven Hills_Melody Gardens,824375.0015,0.00E+00,-2.63E-01,-1.41E-01
4147,10568.34155,3.00E-06,43620.65634,3.40E-06,199498.2541,7.53E-06,4147,YES,Seven Hills_Barbara Bvd and Dulcie St,673916.3189,6.57E-02,2.50E-02,2.59E-02
4148,28615.09307,-2.20E-06,175277.5498,-4.73E-06,621074.1443,-3.34E-05,4148,YES,Seven Hills_Pioneer Park,569051.5791,-4.07E-02,-2.93E-02,-9.69E-02
4149,14352.81688,-4.10E-06,62186.29608,-2.70E-06,258218.5617,-4.38E-06,4149,YES,Seven Hills Industrial Area,926352.9168,-1.23E-01,-2.73E-02,-2.07E-02
4150,29053.21593,7.00E-07,194804.3345,-1.71E-05,685919.2791,0,4150,YES,Seven Hills Station_North,443546.7763,1.01E-02,-8.27E-02,0.00E+00
4151,22645.82842,-8.00E-07,142823.0865,-2.84E-05,321929.0365,4.03E-05,4151,YES,Seven Hills Industrial Area_Eastern End,1236799.283,-3.22E-02,-3.83E-01,2.54E-01
4154,17125.66646,2.60E-06,84332.62422,1.97E-06,344049.9844,0,4154,YES,Bert Oldfield Primary School,800359.9195,6.76E-02,1.72E-02,0.00E+00
4155,25539.43796,2.00E-07,152141.3318,4.96E-05,519848.6741,0,4155,YES,Seven Hills,1052519.329,6.84E-03,5.69E-01,0.00E+00
4156,3140.621929,0,27369.94703,4.30E-06,157289.2273,0,4156,YES,Seven Hills_Duncan Park,818935.3028,0.00E+00,3.84E-02,0.00E+00
4157,12725.49701,4.00E-07,128030.5201,4.59E-05,383846.0977,4.64E-06,4157,YES,Toongabbie Station_West,885399.178,1.15E-02,4.43E-01,2.10E-02
4158,16186.37883,9.00E-07,50652.79869,-4.26E-06,213963.4841,0,4158,YES,Seven Hills_Columbia Rd and Vesuvius St,821459.1827,2.40E-02,-3.81E-02,0.00E+00
4159,2719.061196,0,30181.5181,1.00E-06,158926.4048,0,4159,YES,Toongabbie_Kura Park,750469.768,0.00E+00,8.18E-03,0.00E+00
4160,1261.295788,-5.00E-07,15547.92752,5.90E-07,42394.3406,3.17E-06,4160,YES,Prospect,1349112.771,-2.19E-02,8.68E-03,2.18E-02
4161,11307.342,4.50E-06,34289.37986,-1.55E-06,177438.0301,0,4161,YES,Metella Rd Primary School,1598564.298,2.34E-01,-2.70E-02,0.00E+00
4162,5991.544871,-2.00E-07,45459.99341,-2.49E-07,175134.3416,0,4162,YES,Home Base Prospect,923038.8072,-6.00E-03,-2.51E-03,0.00E+00
4163,1780.394053,0,1780.394053,0,6050.7076,0,4163,YES,Prospect Nature Reserve,2182728.544,0.00E+00,0.00E+00,0.00E+00
4200,330.704294,0,330.704294,0,330.704294,0,4200,YES,Colo Heights,1845262668,0.00E+00,0.00E+00,0.00E+00
4201,93.72798057,0,93.72798057,0,93.72798057,0,4201,YES,Cumberland Reach,45307710.91,0.00E+00,0.00E+00,0.00E+00
4205,410.2356743,0,410.2356743,0,410.2356743,0,4205,YES,East Kurrajong,62806853.25,0.00E+00,0.00E+00,0.00E+00
4206,362.5689864,0,362.5689864,0,362.5689864,0,4206,YES,Kurrajong,63633230.05,0.00E+00,0.00E+00,0.00E+00
4207,431.0355305,0,431.0355305,0,431.0355305,0,4207,YES,Ebenezer,32746917.39,0.00E+00,0.00E+00,0.00E+00
4208,357.9583391,0,357.9583391,0,357.9583391,0,4208,YES,Bells Line of Road Bilpin_North,43344743.01,0.00E+00,0.00E+00,0.00E+00
4209,592.5194656,0,592.5194656,0,4816.356003,0,4209,YES,Glossodia,20316972.44,0.00E+00,0.00E+00,0.00E+00
4210,371.7434841,0,371.7434841,0,371.7434841,0,4210,YES,Bells Line of Road Bilpin_South,17736625.75,0.00E+00,0.00E+00,0.00E+00
4211,529.9653426,0,3690.543571,-4.00E-07,5224.298196,0,4211,YES,Wilberforce_Wilberforce Rd and King Rd,16071674.01,0.00E+00,-7.01E-02,0.00E+00
4212,533.2929668,0,533.2929668,0,4816.356003,0,4212,YES,Hawkesbury High School,19744232.85,0.00E+00,0.00E+00,0.00E+00
4213,389.7558753,0,389.7558753,0,735.2104648,0,4213,YES,Kurrajong Public School,29603724.29,0.00E+00,0.00E+00,0.00E+00
4214,345.4545895,0,2330.705556,-5.00E-07,4991.391883,-5.00E-07,4214,YES,Kuyper Christian School,25224456.88,0.00E+00,-1.37E-01,-6.43E-02
4300,529.7817217,0,529.7817217,0,529.7817217,0,4300,YES,Maroota,115786726.3,0.00E+00,0.00E+00,0.00E+00
4301,297.0253067,0,297.0253067,0,297.0253067,0,4301,YES,Cattai Homestead_historic,65812258.75,0.00E+00,0.00E+00,0.00E+00
4302,1076.121259,0,1076.121259,0,1076.121259,0,4302,YES,Glenorie Shopping Centre,88808821.68,0.00E+00,0.00E+00,0.00E+00
4303,214.7084827,0,214.7084827,0,214.7084827,0,4303,YES,Jackeroo Ranch Kenthurst,16364344.75,0.00E+00,0.00E+00,0.00E+00
4304,730.0720075,0,730.0720075,0,730.0720075,0,4304,YES,Kenthurst Shopping Centre,24026225.61,0.00E+00,0.00E+00,0.00E+00
4305,445.55026,0,445.55026,0,445.55026,0,4305,YES,Middle Dural,12697598.28,0.00E+00,0.00E+00,0.00E+00
4306,381.4356276,0,381.4356276,0,381.4356276,0,4306,YES,Annangrove,6290937.044,0.00E+00,0.00E+00,0.00E+00
4307,437.9096486,0,437.9096486,0,437.9096486,0,4307,YES,Kenthurst,10711775.93,0.00E+00,0.00E+00,0.00E+00
4308,835.8867427,0,2404.998598,-3.00E-07,3059.779874,-1.03E-07,4308,YES,Kenthurst Galleries,8078470.487,0.00E+00,-2.64E-02,-4.24E-03
4309,712.6451055,0,712.6451055,0,712.6451055,0,4309,YES,Old Northern Gallery Dural,16758372.66,0.00E+00,0.00E+00,0.00E+00
4310,3122.373292,-4.73E-07,23510.47264,2.46E-06,175614.8341,-3.45E-05,4310,YES,Dural Mall Shopping Centre,4149393.207,-6.38E-02,1.11E-01,-7.30E-01
4311,2617.430893,0,4439.402061,4.00E-07,10682.9264,0,4311,YES,Dural_Hemers Rd and Quarry Rd,6525493.652,0.00E+00,2.85E-02,0.00E+00
4312,2552.866283,7.70E-08,16200.20691,0,156221.2659,-4.03E-06,4312,YES,Dural,824345.3602,2.06E-03,0.00E+00,-1.69E-02
4315,136.9400243,0,136.9400243,0,136.9400243,0,4315,YES,Marramarra NP,102432521.4,0.00E+00,0.00E+00,0.00E+00
4316,604.5212414,0,604.5212414,0,604.5212414,0,4316,YES,Vision Valley Conference Centre,65393080.11,0.00E+00,0.00E+00,0.00E+00
4317,1231.822668,0,1231.822668,0,1231.822668,0,4317,YES,Galston Village Shopping Centre,23515589.28,0.00E+00,0.00E+00,0.00E+00
4400,513.9643302,0,513.9643302,0,4884.083174,2.00E-07,4400,YES,Pitt Town Village Shopping Centre,12206242.72,0.00E+00,0.00E+00,1.25E-02
4401,321.7207296,0,321.7207296,0,321.7207296,0,4401,YES,Riverside Ski Park Cattai,21332762.01,0.00E+00,0.00E+00,0.00E+00
4402,189.4707995,0,189.4707995,0,189.4707995,0,4402,YES,Pitt Town Lagoon,7093647.229,0.00E+00,0.00E+00,0.00E+00
4403,271.4210204,0,486.1295031,0,486.1295031,0,4403,YES,Maraylya,11978154.27,0.00E+00,0.00E+00,0.00E+00
4404,551.870023,0,6679.440225,0,12003.66423,2.81E-06,4404,YES,Mcgrath's Hill Shopping Centre,4144588.073,0.00E+00,0.00E+00,5.94E-02
4405,657.670593,0,657.670593,0,4646.227248,-4.80E-07,4405,YES,Oakville Primary School,12617868.65,0.00E+00,0.00E+00,-3.09E-02
4406,2966.991974,0,13633.96299,7.45E-07,57324.63001,-5.45E-07,4406,YES,Mulgrave Station,4365116.446,0.00E+00,3.54E-02,-1.21E-02
4407,717.2565613,1.00E-08,3684.248535,3.10E-07,19392.34179,0,4407,YES,Vineyard_Wallace Rd and Level Crossing Rd,5259806.57,1.71E-03,1.78E-02,0.00E+00
4408,135.8466351,-5.00E-08,1106.157822,0,9927.74514,-2.80E-08,4408,YES,Vineyard_A-Vina Caravan Park,2401761.98,-3.90E-03,0.00E+00,-3.43E-04
4423,31.10034807,-3.00E-09,579.5921623,7.00E-09,4438.796431,-4.98E-07,4423,YES,Box Hill_Terry Rd_West,849980.9595,-8.29E-05,6.49E-05,-2.16E-03
4424,122.4085931,-3.00E-08,2183.83137,0,20635.39834,9.65E-07,4424,YES,Box Hill_Red Gables Road,5047702.558,-4.92E-03,0.00E+00,2.48E-02
4425,35.09680287,0,241.4408513,0,2183.015322,3.67E-07,4425,YES,Box Hill_Nelson Rural Fire Service,1196015.365,0.00E+00,0.00E+00,2.24E-03
4426,536.7644763,-4.30E-08,2183.015322,3.67E-07,7387.502738,-2.53E-07,4426,YES,Box Hill_Torrenson Place,1842861.497,-2.58E-03,7.37E-03,-2.38E-03
4427,169.2361903,0,169.2361903,0,1885.332984,-1.00E-08,4427,YES,Nelson,4909195.806,0.00E+00,0.00E+00,-2.50E-04
4428,14.62905441,0,2059.451979,2.40E-07,12154.91162,4.32E-06,4428,YES,Box Hill_Kingston Park Equestrian Centre,1266616.129,0.00E+00,3.31E-03,2.79E-02
4429,429.0656398,-2.00E-08,4989.319593,4.82E-07,35394.36479,-4.16E-06,4429,YES,Box Hill_Killarney Practice Fairway,1203442.132,-7.82E-04,6.32E-03,-2.55E-02
4430,164.3696542,0,3508.764091,0,35490.09954,7.35E-07,4430,YES,Box Hill_Town Rd and Mason Rd,1768906.905,0.00E+00,0.00E+00,6.63E-03
4431,164.3696542,0,3358.774592,-7.00E-08,19192.47842,3.20E-07,4431,YES,Box Hill_Anthony Skarrat Reserve,1900371.859,0.00E+00,-1.45E-03,3.10E-03
4432,2333.660924,3.00E-07,6995.594405,-7.70E-08,61266.53411,-1.65E-06,4432,YES,Rouse Hill Stp Sydney Water,2568838.319,2.50E-02,-2.16E-03,-2.16E-02
4433,5146.390833,3.78E-07,41934.02685,4.99E-06,115094.8004,-2.60E-05,4433,YES,Nursery Industry Association Of Nsw Rouse Hill,1701011.641,2.09E-02,9.25E-02,-2.26E-01
4434,217.9870395,4.00E-08,8097.649242,1.95E-07,56936.49962,9.23E-07,4434,YES,Kellyville,2276621.664,2.96E-03,4.84E-03,1.07E-02
4435,5468.06861,0,40452.15831,1.12E-06,104499.6581,-6.86E-06,4435,YES,Kellyville_Wellgate Av and Hermitage Cr,887310.4378,0.00E+00,1.08E-02,-3.10E-02
4436,5608.856433,1.45E-07,50524.4284,1.18E-06,163853.3037,3.20E-05,4436,YES,Rouse Hill High School,292365.2966,1.38E-03,3.76E-03,4.77E-02
